Index,Item,Price
1223,2510 PCB Connector Housing 8 Ways,$0.06
1224,12VDC Solenoid Pneumatic Valve - 5/2 Way,$9.23
1225,24V 1370RPM 2.5kgfcm 45mm Planetary DC Geared Motor,$55.00
1226,Straight Pin Header (Male) 3x40 Ways,$0.45
1227,Grove - Electricity Sensor,$6.25
1228,24V 350RPM 8kgfcm 45mm Planetary DC Geared Motor,$55.00
1229,Wide U-Joint,$3.75 $0.23
1230,Resistor 0.25W 5% (300R),$0.01
1231,Electrolytic Capacitor 35V 3300uF,$0.75 $0.23
1232,Coupling For 2 Inches Transwheel,$6.25
1233,Multilayer Capacitor 0.022uF,$0.04
1234,PC6-01 6mm Pneumatic Male Straight Connector,$0.20
1235,PAJ7620U2 9 Gesture Recognition Sensor Module,$9.48
1236,6mm Key Hub for 60mm Mecanum Wheel,$6.25
1237,IC 74LS02,$0.50
1238,Mecanum wheel 64mm x 4,$42.25
1239,RPLiDAR A1M8 360 Degree Laser Scanner Kit - 12M Range,$112.50
1240,Resistor 0.25W 5% (300R),$0.01
1241,Electrolytic Capacitor 35V 3300uF,$0.75 $0.23
1242,Coupling For 2 Inches Transwheel,$6.25
1243,24V 350RPM 8kgfcm 45mm Planetary DC Geared Motor,$55.00
1244,Wide U-Joint,$3.75 $0.23
1245,Multilayer Capacitor 0.022uF,$0.04
1246,PC6-01 6mm Pneumatic Male Straight Connector,$0.20
1247,PAJ7620U2 9 Gesture Recognition Sensor Module,$9.48
1248,IC 74LS02,$0.50
1249,6mm Key Hub for 60mm Mecanum Wheel,$6.25
1250,Songle DPDT Relay SRC 24V,$0.88 $0.23
1251,Mecanum wheel 64mm x 4,$42.25
1252,IC 74LS04,$0.50
1253,IC 74LS86,$0.50
1254,Beam Joint,$1.50 $0.23
1255,2020 PCB Connector Housing 5 Ways,$0.05
1256,10mm Key Hub for 152mm Mecanum Wheel,$17.50
1257,"Pioneer600, Raspberry Pi Expansion Board",$32.50
1258,Resistor 0.25W 5% (130R),$0.01
1259,Electrolytic Capacitor 35V 3300uF,$0.75 $0.23
1260,Coupling For 2 Inches Transwheel,$6.25
1261,24V 350RPM 8kgfcm 45mm Planetary DC Geared Motor,$55.00
1262,Wide U-Joint,$3.75 $0.23
1263,Multilayer Capacitor 0.022uF,$0.04
1264,PC6-01 6mm Pneumatic Male Straight Connector,$0.20
1265,PAJ7620U2 9 Gesture Recognition Sensor Module,$9.48
1266,IC 74LS02,$0.50
1267,6mm Key Hub for 60mm Mecanum Wheel,$6.25
1268,Straight Female Header 2x13 Ways,$0.20
1269,Resistor 0.25W 5% (510R),$0.01
1270,40 Ways IDC Socket,$0.50
1271,2561 PCB Connector Housing 5 Ways,$0.04
1272,Songle SPDT Relay SRD 09V,$0.50
1273,Grove - MOSFET,$4.50
1274,Octopus PM2.5 module,$45.00
1275,DIY Wire Loop Circuit Detector (with Batteries),$2.13
1276,2561 PCB Connector Housing 9 Ways,$0.07 $0.02
1277,Castor,$2.25
1278,Potential Meter 500R,$0.30
1279,SG90 Micro RC Servo Acrylic Bracket,$0.35
1280,MAL16 Air Cylinder Mounting Bracket,$1.13
1281,"Raspberry Pi Micro-HDMI to Standard HDMI, 2m White",$11.25
1282,Electrolytic Capacitor 35V 100uF,$0.09
1283,MyoWare Muscle Sensor Development Kit,$105.00
1284,Dean T Female Connector with 14AWG Silicon Wire,$1.00
1285,Official Raspberry Pi A+ Case,$7.50
1286,625ZZ Ball Bearing for 3D Printer XYZ Axis,$0.35
1287,Grove Creator Kit - α (20 Sensors in 1),$55.00
1288,R300C 1.5V-6 9mm Shaft Miniature Motor with Wires,$0.48
1289,DB15 Cover,$0.33 $0.03
1290,LiPo Rechargeable Battery 22.2V 6000mAh 25C,$54.75
1291,M5 Nut,$0.05
1292,Push Button (Red) Panel Mount 10mm with Wire-20cm,$0.50
1293,PKCELL Ultra Alkaline AA Battery (4pcs),$0.75
1294,Resistor 0.25W 5% (8K2),$0.01
1295,Matrix Display (Red),$4.50
1296,"Compute Module IO Board Plus, for Raspberry Pi CM3, CM3L",$62.50
1297,MLX90614 Non-Contact Infrared Temperature Sensor,$31.25
1298,DB9 Female R/A,$0.45
1299,Resistor 0.25W 5% (510R),$0.01
1300,Grove - MOSFET,$4.50
1301,Octopus PM2.5 module,$45.00
1302,DIY Wire Loop Circuit Detector (with Batteries),$2.13
1303,2561 PCB Connector Housing 9 Ways,$0.07 $0.02
1304,Castor,$2.25
1305,Potential Meter 500R,$0.30
1306,SG90 Micro RC Servo Acrylic Bracket,$0.35
1307,MAL16 Air Cylinder Mounting Bracket,$1.13
1308,"Raspberry Pi Micro-HDMI to Standard HDMI, 2m White",$11.25
1309,Transistor CS9015,$0.10 $0.02
1310,"APDS9960 Proximity, Light, RGB, and Gesture Sensor",$5.63
1311,Solar Panel 18V 555mA (10W),$11.65
1312,Potential Meter 2K,$0.30
1313,Pro'skit Pro-Crimper Modular Tool,$7.75
1314,3D Printer 1.75mm PLA Silk Filament - Silver,$17.25 $16.39
1315,"Servo Driver for micro:bit, 16-Channel, 12-bit, I2C",$12.50
1316,PL6-M5 L Shaped Pneumatic Fitting 6mm Male,$0.34
1317,Electrolytic Capacitor 16V 330UF,$0.10
1318,Multilayer Capacitor 20pF,$0.04
1319,Raspberry Pi Relay Board v1.0,$31.25
1320,5V 1A Booster and Charger Power Bank Module,$0.60
1321,Metal Key Hub - 15mm,$8.75 $2.48
1322,1.8inch Colorful Display Module for micro:bit,$15.00
1323,Teensy 4.0 Controller Board,$31.25
1324,Wireless Charging Module 5V Couple-02,$6.25
1325,Octopus Soil Moisture Sensor Brick,$3.75
1326,Raspberry Pi Accessories Pack G,$56.25
1327,Quick Charge LiPo Battery HAT for Raspberry Pi,$23.75
1328,Potential Meter 1M,$0.30
1329,4xAAA Battery Holder (Compact),$0.50
1330,Electrolytic Capacitor 50V 4700uF,$1.93 $0.50
1331,LiPo Rechargeable Battery 11.1V 1100mAh 25C,$7.98
1332,Toggle Switch 6Pin,$1.58
1333,2561 PCB Connector Housing 7 Ways,$0.05 $0.02
1334,Electrolytic Capacitor 25V 220uF,$0.11
1335,Electrolytic Capacitor 63V 10uF,$0.10
1336,Pro'skit 60W Hot Melt Glue Gun (11mm),$8.00
1337,Voltage Regulator +15V,$0.25
1338,DB15 Female,$0.33 $0.03
1339,Songle DPDT Relay SRC 12V,$0.88
1340,Electrolytic Capacitor 50V 1000uF,$0.38
1341,mBot V1.1 - Blue (Bluetooth Version),$119.75
1342,ESP-WROOM-02 Wi-Fi Module,$3.75
1343,PL6-02 L Shaped Pneumatic Fitting 6mm Male,$0.34
1344,Silicon Case for BBC micro:bit (Red),$5.00
1345,Songle SPDT Relay SRD 24V,$0.50
1346,Zener Diodes 1/2W 18V,$0.08 $0.02
1347,3 Wire Geek Servo 360 degree Motor,$9.50
1348,Pro'skit 7 In 1 Tool,$5.88
1349,Grove - Barometer (High-Accuracy),$24.75
1350,Resistor 0.25W 5% (240R),$0.01
1351,2021 PCB Connector Header (S) 5 Ways,$0.06
1352,Bolt M5x10mm,$0.05
1353,ElecFreaks Experiment box for micro:bit (without micro:bit),$62.50
1354,Pro'skit All Purpose Snip,$5.00
1355,Magnet Disc Strong N45 OD:20mm x H:3mm,$4.75 $2.38
1356,603ZZ Ball Bearing for 3D Printer,$0.33
1357,Zener Diodes 1/2W 6V,$0.08
1358,IC 74LS00,$0.50
1359,Grove - Barometer (High-Accuracy),$24.75
1360,ElecFreaks Experiment box for micro:bit (without micro:bit),$62.50
1361,Pro'skit All Purpose Snip,$5.00
1362,Magnet Disc Strong N45 OD:20mm x H:3mm,$4.75 $2.38
1363,603ZZ Ball Bearing for 3D Printer,$0.33
1364,Zener Diodes 1/2W 6V,$0.08
1365,IC 74LS00,$0.50
1366,Button LED Red Module,$1.48
1367,MK II - Gripper With Servo,$33.75
1368,M5Stack Basic ESP32 Development Kit,$37.50
1369,PKCELL Ultra Alkaline AAA Battery (4pcs),$0.75
1370,Potential Meter 500K,$0.30
1371,Raspberry Pi High Quality Camera+6mm+16mm Lens,$154.25
1372,Flexible Removeable 3D Magnetic Pad Ender-3,$19.75
1373,Voltage Regulator +8V,$0.25
1374,3962 PCB Connector Header (R/A) 3 Ways,$0.15 $0.02
1375,VL53L0X V2 Laser ToF Distance Sensor Module,$6.25
1376,Multilayer Capacitor 220pF,$0.04
1377,Grove - Chainable RGB Led V2.0,$4.13
1378,Cable Cover and Management Sleeve 16mm 1 meter,$0.73
1379,Zener Diodes 1/2W 20V,$0.08 $0.02
1380,PS Controller Extension Cable,$3.75 $0.23
1381,ElecFreaks micro:bit Basic Kit (without micro:bit),$20.00
1382,M5StickC ESP32-PICO Mini IoT Development Kit,$21.25
1383,PCB GD 6x8inch,$3.88
1384,Servo Bracket (U Joint),$3.75
1385,SiPEED M1w Dock K210 RV64 AI Board,$30.00
1386,2021 PCB Connector Header (S) 6 Ways,$0.08
1387,IC Socket-6 pin,$0.05
1388,10-30VDC Inductive Proximity Sensor NPN NO,$2.73
1389,Vibration Sensor Module - 801S,$3.45
1390,TianQiu CR2032 3V Button Cell Battery,$0.25
1391,10 Ways IDC Socket,$0.13
1392,Resistor 0.25W 5% (2K4),$0.01
1393,3960 PCB Connector Housing 3 Ways,$0.05
1394,MQ137 Ammonia NH3 Gas Sensor Module,$39.75
1395,Omron Limit Switch,$0.88
1396,Transistor 2SC1815,$0.10
1397,1.8-inch 128x160 TFT LCD Breakout - ST7735,$6.13
1398,Grove Inventor Kit for micro:bit,$62.50
1399,2022 PCB Connector Header (R/A) 6 Ways,$0.08 $0.02
1400,Flexiforce Sensor (A201),$29.75
1401,Male to Female Extension Cable (S),$1.25 $0.23
1402,Grove - Chainable RGB Led V2.0,$4.13
1403,Cable Cover and Management Sleeve 16mm 1 meter,$0.73
1404,Multilayer Capacitor 220pF,$0.04
1405,MPL3115A2 I2C Barometric/Altitude/Temperature Sensor,$11.48
1406,Resistor 0.25W 5% (27K),$0.01
1407,Pololu Ball Caster c/w Plastic Ball,$4.48
1408,Multilayer Capacitor 820pF,$0.04 $0.02
1409,Grove Wrapper 1x1 Green (4 pcs),$2.45 $1.47
1410,HL8212 Push To Off Button (Red),$0.75
1411,Multilayer Capacitor 82pF,$0.04 $0.02
1412,Raspberry Pi 16mm Telephoto Lens (C Mount),$59.75
1413,Electrolytic Capacitor 50V 22uF,$0.09
1414,Multilayer Capacitor 120pF,$0.04 $0.02
1415,Straight Female Header 3x40 Ways,$0.90 $0.23
1416,Raspberry Pi Compute Module 3,$37.50
1417,"Mini Piano Module for micro:bit, Touch Keys to Play Music",$12.50
1418,MAL32x100 Mini Pneumatic Air Cylinder 100mm CA,$7.98
1419,Resistor 0.25W 5% (4R7),$0.01
1420,24V 5700RPM 108kgfcm AmpFlow DC Motor,$181.25
1421,Grove - LCD RGB Backlight,$13.75
1422,LiPo Battery Fireproof Safety Bag - 4x3S,$4.88
1423,Solar Cell/Panel 12V 250mA (3W) with Wires,$7.48
1424,Electrolytic Capacitor 50V 22uF,$0.09
1425,Multilayer Capacitor 120pF,$0.04 $0.02
1426,Raspberry Pi 16mm Telephoto Lens (C Mount),$59.75
1427,Straight Female Header 3x40 Ways,$0.90 $0.23
1428,Raspberry Pi Compute Module 3,$37.50
1429,"Mini Piano Module for micro:bit, Touch Keys to Play Music",$12.50
1430,Right Angle Pin Header (Male) 3x40 Ways,$0.60
1431,MAL32x100 Mini Pneumatic Air Cylinder 100mm CA,$7.98
1432,Grove Wrapper 2x1 Yellow (4 pcs),$2.45 $1.47
1433,Resistor 0.25W 5% (7K5),$0.01
1434,IC 74HC138N,$0.38
1435,3xAAA Battery Holder,$0.38
1436,PB6-01 6mm Pneumatic T Male Push In Fit,$0.43
1437,0.96-inch 160x80 IPS LCD Breakout - ST7735,$4.20
1438,Resistor 0.25W 5% (56K),$0.01
1439,Multiturn Preset 3296W 1K,$0.50
1440,2GT Timing Belt 20 Teeth 5mm Pulley,$1.10
1441,26 Ways Straight Box Header,$0.33 $0.03
1442,Mecanum wheel 152mm (RIGHT),$62.50
1443,Pro'skit Fine Tip Straight Tweezer,$2.88
1444,8 Channels Solid State Relay Module(Low Trigger),$13.23
1445,micro:servo 360 degrees digital servo for micro:bit,$5.00
1446,Resistor 0.25W 5% (4R7),$0.01
1447,DB25 Male,$0.45
1448,24V 5700RPM 108kgfcm AmpFlow DC Motor,$181.25
1449,Grove - LCD RGB Backlight,$13.75
1450,LiPo Battery Fireproof Safety Bag - 4x3S,$4.88
1451,Solar Cell/Panel 12V 250mA (3W) with Wires,$7.48
1452,Preset 1K,$0.13
1453,10K Ohm Linear Slide POT Module with Knob,$1.95
1454,Tamiya Ball Castor (2pcs),$5.75
1455,Stainless Steel Nylon Lock Hex Nut M3,$0.05
1456,20 Ways Right Angle Box Header,$0.25 $0.03
1457,2510 PCB Connector Housing 10 Ways,$0.08
1458,DB25 Cover,$0.33
1459,Google AIY Voice Kit for Raspberry Pi V2,$89.75
1460,10 Ways Right Angle Box Header,$0.13
1461,DB25 Female,$0.45
1462,Electrolytic Capacitor 50V 2.2uF,$0.05
1463,RJ45 Network Connector (Male),$0.10
1464,12V 1400RPM 2kgfcm Planetary DC Geared Motor with Encoder,$57.50
1465,Raspberry Pi 1 Model A+ (512MB),$29.75
1466,Pro'skit UTP or STP Cable Stripper,$3.13
1467,Tamiya Ball Castor (2pcs),$5.75
1468,Preset 1K,$0.13
1469,10K Ohm Linear Slide POT Module with Knob,$1.95
1470,20 Ways Right Angle Box Header,$0.25 $0.03
1471,Stainless Steel Nylon Lock Hex Nut M3,$0.05
1472,DB25 Cover,$0.33
1473,2510 PCB Connector Housing 10 Ways,$0.08
1474,IC MAX232,$1.25
1475,2600 PCB Connector Header(S) 14 Ways,$0.21 $0.02
1476,Robot. Head To Toe (Volume 4),$1.75
1477,Teensy 3.2 Controller Board,$30.00
1478,2600 PCB Connector Header (R/A) 5 Ways,$0.10
1479,Toggle Swith 3 Pins R/A,$1.13
1480,Wireless Charging Module Couple 12V,$6.25
1481,605ZZ Ball Bearing for 3D Printer,$0.33
1482,Resistor 0.25W 5% (56R),$0.01
1483,PiJuice HAT with Battery,$67.25
1484,BX-4123 Round Hole Bread Board,$18.38
1485,Resistor 0.25W 5% (68K),$0.01
1486,Mifare Reader/Writer CR038,$46.25
1487,Grove - Red LED,$2.00
1488,Resistor 0.25W 5% (75R),$0.01
1489,Multilayer Capacitor 390pF,$0.04 $0.02
1490,Kit - Dot Matrix Clock with NTP Server using ESP32,$18.48
1491,Multiturn Preset 3296W 100K,$0.50
1492,Resistor 0.25W 5% (3K9),$0.01
1493,320 x 240 TFT Touchscreen Module,$49.00
1494,LiPo Rechargeable Battery 11.1V 1800mAh 25C,$11.48
1495,PKCELL CR2025 3V Button Cell Battery (1pcs),$0.15
1496,RPi 4B 8G Basic Kit 7-EU Plug(w RPI4B8G),$118.75 $106.88
1497,Multilayer Capacitor 0.0082uF,$0.04 $0.02
1498,Male to Male Extension Cable (S),$1.25 $0.23
1499,Grove - Switch(P),$3.25
1500,Resistor 0.25W 5% (360R),$0.01
1501,DB25 Female R/A,$0.63
1502,Electrolytic Capacitor 16V 4700UF,$0.45
1503,Electrolytic Capacitor 35V 470uF,$0.19
1504,M5Stack Fire ESP32 Development Kit,$62.50
1505,SunLu 3D Printing Pen with PCL filament - Blue,$28.75
1506,3D Printer 1.75mm ABS Filament (Red),$14.75 $12.25
1507,IC 74LS73,$0.45
1508,Adapter Joint,$1.00
1509,Grove Beginner Kit for Arduino,$31.25
1510,PC6-M5 6mm Pneumatic Male Straight Connector,$0.20
1511,RPi 4B Basic Kit UK Plug - Acrylic Case (w/o Raspberry Pi),$31.50
1512,Resistor 0.25W 5% (68R),$0.01
1513,Electrolytic Capacitor 50V 470uF,$0.28
1514,Output Connect,$0.25
1515,GrovePi+ Starter Kit for Raspberry Pi,$134.98
1516,DFRobot CurieNano - A mini Arduino 101,$48.75 $19.08
1517,Resistor 0.25W 5% (110K),$0.01
1518,SK6812 Self Adhesive 30 LED Bare Strip-1M,$4.48
1519,M5StickV K210 AI Camera (Without Wifi),$36.25
1520,Transistor BC558,$0.13
1521,Multilayer Capacitor 0.0022uF,$0.04
1522,Grove - LED Bar v2.0,$4.13
1523,Grove - Magnetic Switch,$3.25
1524,Resistor 0.25W 5% (360R),$0.01
1525,DB25 Female R/A,$0.63
1526,Electrolytic Capacitor 16V 4700UF,$0.45
1527,Electrolytic Capacitor 35V 470uF,$0.19
1528,Grove - Infrared Reflective Sensor v1.2,$6.25
1529,Grove - Blue LED,$2.00
1530,Grove - Switch(P),$3.25
1531,IC 74LS73,$0.45
1532,M5Stack Fire ESP32 Development Kit,$62.50
1533,SunLu 3D Printing Pen with PCL filament - Blue,$28.75
1534,3D Printer 1.75mm ABS Filament (Red),$14.75 $12.25
1535,Resistor 0.25W 5% (68R),$0.01
1536,Electrolytic Capacitor 50V 470uF,$0.28
1537,Adapter Joint,$1.00
1538,Grove Beginner Kit for Arduino,$31.25
1539,2600 PCB Connector Header(S) 12 Ways,$0.18 $0.02
1540,PS Connector (Female),$0.75
1541,Preset 5K,$0.13
1542,AlphaBot2 robot kit for Raspberry Pi Zero/Zero W (no Pi),$97.50
1543,Arduino Micro - Atmega32U4,$24.75
1544,Resistor 0.25W 5% (43R),$0.01
1545,Resistor 0.25W 5% (1K8),$0.01
1546,micro:bit Smart Cutebot (without micro:bit),$32.50
1547,M5StickV K210 AI Camera (Without Wifi),$36.25
1548,LCD (8x2),$5.00
1549,2600 PCB Connector Header (R/A) 6 Ways,$0.12
1550,SAFT LS14250 3.6V 1200mAh Battery (Tab),$2.98 $2.38
1551,Wind Speed Anemometer NPN Output - Arduino Compatible,$29.75
1552,Raspberry Pi High Quality Camera + 6mm Lens,$89.50
1553,Slim Wheel for G15,$3.75
1554,Electrolytic Capacitor 50V 47uF,$0.10
1555,ME-8108 Adjustable Roller Arm Limit Switch,$2.23
1556,JSumo Silicone Wheel Set (26mm x 22mm),$19.00
1557,3961 PCB Connector Header(S) 3 Ways,$0.11
1558,PB6-M5 6mm Pneumatic T Male Push In Fit,$0.33
1559,2561 PCB Connector Housing 12 Ways,$0.09
1560,12V 430RPM 1kgfcm 32mm Planetary DC Geared Motor with Encoder,$45.00
1561,Spider:bit compatible with LEGO (without micro:bit),$49.75
1562,Gigabit PoE 48V 0.5A Adapter/Injector,$20.75
1563,Resistor 0.25W 5% (300K ),$0.01
1564,2600 PCB Connector Header(S) 10 Ways,$0.15
1565,Bolt M3x4mm,$0.01
1566,: Move Mini Buggy Kit,$43.75
1567,PV6 6mm L Type Elbow Fitting Pneumatic Hose,$0.16
1568,26 Ways Right Angle Box Header,$0.33 $0.03
1569,Electrolytic Capacitor 16V 33uF,$0.05
1570,IC 74LS164,$0.50
1571,12V 170RPM 2.7kgfcm 32mm Planetary DC Geared Motor with Encoder,$47.50
1572,Graphic LCD Shield V2,$27.00
1573,SAFT LS14250 3.6V 1200mAh Battery (Tab),$2.98 $2.38
1574,Wind Speed Anemometer NPN Output - Arduino Compatible,$29.75
1575,Raspberry Pi High Quality Camera + 6mm Lens,$89.50
1576,LCD (8x2),$5.00
1577,2600 PCB Connector Header (R/A) 6 Ways,$0.12
1578,Slim Wheel for G15,$3.75
1579,3961 PCB Connector Header(S) 3 Ways,$0.11
1580,5V 1A Buck Converter 6.5-40VDC Input,$3.58
1581,3D Printer 1.75mm PLA Dark Glow Filament - Orange,$17.25 $13.73
1582,3962 PCB Connector Header (R/A) 2 Ways,$0.10
1583,Raspberry Pi 4B 4GB Wireless Computer Kit-UK Plug,$124.75
1584,3D Printer 1.75mm PLA Dark Glow Filament - Yellow,$17.25 $13.73
1585,Multilayer Capacitor 150pF,$0.04
1586,12V Linear Actuator 100mm Stroke,$38.50
1587,3S 11.1V LiPo Battery USB 5V 500mA Balance Charger,$6.13
1588,IC 74LS11,$0.40
1589,Transistor TIP2955,$1.08
1590,DB37 Male,$0.63 $0.03
1591,"True color RGB LED HAT (8x8) for Raspberry Pi, colorful display",$18.75
1592,30 Ways Straight Box Header,$0.38 $0.03
1593,Transistor CS9012,$0.10
1594,IC 74LS14,$0.50
1595,Pro'skit Mini Digital Clamp Meter,$33.75
1596,Grove - Button,$2.00
1597,RPi 4B 8G Basic Kit 5-EU Plug(w RPI4B8G),$131.25
1598,PU6 6mm Union Straight Fitting,$0.15
1599,ElecFreaks micro:bit Tinker Kit (without micro:bit),$50.00
1600,Sparkfun Inventor's Kit - V4.0,$105.00
1601,Resistor 0.25W 5% (27R),$0.01
1602,Resistor 0.25W 5% (5K1),$0.01
1603,12V 60RPM 6.7kgfcm 32mm Planetary DC Geared Motor with Encoder,$50.00
1604,RPi 4B 8G Basic Kit 5-EU Plug(w RPI4B8G),$131.25
1605,Coupling For 4 Inches Transwheel,$11.25
1606,PU6 6mm Union Straight Fitting,$0.15
1607,Resistor 0.25W 5% (39K),$0.01
1608,Touch Sensor,$12.25 $2.48
1609,PKCELL NiMH Rechargeable AA 2000mAh Battery (4 Pcs),$6.25
1610,Transistor BC556,$0.13
1611,ZIP Halo for the BBC micro:bit,$18.13
1612,MAL32x200 Mini Pneumatic Air Cylinder 200mm CA,$10.50
1613,24VDC Solenoid Pneumatic Valve - 5/2 Way,$9.23
1614,LiPo Rechargeable Battery 7.4V 2600mAh 25C,$14.38
1615,2xAA Battery Holder - Swiss Knife Switch,$0.38
1616,DB9 Male R/A,$0.45
1617,Resistor 0.25W 5% (22M),$0.01
1618,Raspberry Pi RS232 Board v1.0,$15.00
